adoption_id,age_years,size,weight_kg,breed_group,intake_type,days_in_shelter,previously_returned,medical_needs,neutered,aggression_score,anxiety_separation,reactivity_to_dogs,energy_level,training_level,house_trained,first_time_owner,household_has_kids,household_has_pets,home_type,has_yard,hours_alone_per_day,adopter_activity_level,visits_before_adoption,met_resident_pets,adoption_counseling,expectation_score,energy_mismatch,size_home_mismatch,return_reason,days_to_return,returned
ADP007115,10.0,small,8.3,toy,transfer,16,0,none,1,3.8,7.5,0.9,5.6,1.5,0,1,0,0,house_owned,0,4.3,8.8,2,0,1,4.0,3.2,0,kept,,0
ADP007116,6.9,large,32.5,toy,transfer,33,0,none,1,3.4,2.9,3.2,5.8,2.4,0,0,0,0,apartment,0,3.7,2.4,2,0,1,8.6,3.4,1,kept,,0
ADP007117,2.8,medium,26.6,mixed,owner_surrender,34,0,none,1,4.7,4.2,4.8,4.7,7.1,1,0,0,0,apartment,0,7.1,6.1,1,0,0,6.5,1.4,0,kept,,0
ADP007118,1.8,medium,12.8,herding,transfer,44,0,none,1,3.5,1.6,3.0,8.0,3.6,0,1,0,1,house_rented,1,7.7,6.8,2,0,0,10.0,1.2,0,kept,,0
ADP007119,1.4,small,6.0,toy,transfer,49,0,minor,1,2.2,3.9,4.9,8.2,4.6,0,0,0,0,apartment,0,4.0,6.1,4,0,1,4.6,2.1,0,kept,,0
ADP007120,8.6,small,8.2,working,transfer,169,0,none,1,0.7,1.8,6.4,3.5,7.4,1,1,0,1,house_owned,1,6.2,2.2,2,0,0,8.3,1.3,0,kept,,0
ADP007121,4.5,small,12.1,mixed,stray,51,0,minor,1,3.6,4.1,5.9,10.0,3.1,0,0,0,0,house_owned,0,7.1,5.6,1,0,0,7.3,4.4,0,housing_landlord,12.4,1
ADP007122,0.4,small,8.1,sporting,owner_surrender,33,0,none,1,3.9,7.4,3.9,6.7,4.9,1,0,1,0,house_owned,1,4.4,3.2,2,0,1,8.5,3.5,0,kept,,0
ADP007123,4.6,small,8.7,mixed,owner_surrender,35,0,minor,1,0.9,2.3,3.3,4.2,5.2,1,0,0,1,apartment,0,8.6,7.2,2,0,1,1.8,3.0,0,kept,,0
ADP007124,3.2,small,6.7,mixed,owner_surrender,12,0,minor,1,5.3,5.9,4.4,9.4,3.4,1,0,0,1,apartment,0,4.9,2.9,2,1,0,2.3,6.5,0,aggression,24.5,1
ADP007125,1.3,small,8.1,terrier,stray,32,0,none,1,2.0,7.4,2.7,6.1,6.8,1,0,0,0,apartment,0,2.3,8.9,2,0,0,3.6,2.8,0,kept,,0
ADP007126,6.0,small,7.3,sporting,transfer,74,0,none,1,0.9,1.8,0.0,5.5,9.1,1,0,1,0,apartment,0,0.7,5.2,1,0,1,5.6,0.3,0,kept,,0
ADP007127,8.3,small,11.9,working,owner_surrender,36,0,chronic,1,4.2,6.0,3.6,5.0,3.6,0,0,1,1,house_owned,1,3.8,5.6,1,0,0,6.6,0.6,0,medical_needs,4.2,1
ADP007128,3.7,xlarge,41.5,mixed,transfer,46,0,minor,0,4.6,4.0,3.7,8.5,4.1,1,1,0,0,house_owned,1,3.3,4.4,1,0,0,9.8,4.1,0,kept,,0
ADP007129,0.2,large,34.4,herding,owner_surrender,57,0,none,1,1.1,7.3,3.0,6.3,3.8,0,0,0,1,apartment,0,9.9,7.7,3,1,1,6.5,1.4,1,kept,,0
ADP007130,1.9,xlarge,36.8,sporting,owner_surrender,43,0,none,1,3.2,2.2,3.4,8.1,3.3,0,1,1,0,house_owned,1,10.5,4.8,2,0,0,9.1,3.3,0,kept,,0
ADP007131,2.7,small,8.2,mixed,stray,25,0,none,1,0.6,4.3,2.2,5.6,2.8,0,0,0,0,apartment,0,2.6,4.3,2,0,1,10.0,1.3,0,kept,,0
ADP007132,3.1,medium,23.9,mixed,owner_surrender,38,0,none,1,0.0,4.1,0.0,5.5,6.8,1,0,1,0,apartment,0,5.1,4.5,2,0,0,4.6,1.0,0,kept,,0
ADP007133,3.1,small,6.2,mixed,owner_surrender,21,0,none,1,0.0,2.0,0.0,9.8,7.1,1,0,0,1,apartment,0,8.0,5.4,1,0,1,8.1,4.4,0,kept,,0
ADP007134,7.0,medium,20.5,hound,owner_surrender,7,0,none,1,4.2,1.6,3.2,2.1,5.7,0,0,1,1,house_owned,1,6.3,5.4,3,0,0,6.0,3.3,0,kept,,0
ADP007135,1.2,medium,16.5,sporting,stray,55,0,none,0,2.5,3.1,0.0,3.5,8.2,1,1,1,0,house_owned,0,3.9,4.6,3,0,0,5.9,1.1,0,kept,,0
ADP007136,2.2,medium,16.1,toy,transfer,26,0,none,1,0.0,2.3,4.4,3.0,1.1,0,1,1,1,house_owned,1,3.7,7.3,3,1,0,8.6,4.3,0,kept,,0
ADP007137,5.8,small,11.0,sporting,stray,14,0,none,1,6.0,5.0,0.0,7.1,1.2,0,0,0,1,apartment,0,11.3,5.0,4,0,0,4.2,2.1,0,kept,,0
ADP007138,7.4,small,8.1,hound,stray,85,0,none,1,2.8,6.5,0.1,5.2,2.6,1,0,0,0,house_owned,1,5.0,6.1,1,0,1,5.4,0.9,0,kept,,0
ADP007139,6.3,large,29.2,mixed,owner_surrender,95,0,none,1,4.5,3.2,1.1,9.3,8.7,1,0,0,1,house_owned,1,6.9,7.5,2,0,0,6.3,1.8,0,kept,,0
ADP007140,6.7,medium,18.4,sporting,stray,16,0,none,1,0.0,2.7,0.0,3.0,3.2,0,0,1,1,house_owned,1,6.3,7.3,1,0,0,8.6,4.3,0,kept,,0
ADP007141,1.2,medium,12.4,terrier,owner_surrender,21,0,none,1,5.0,3.7,4.5,7.4,3.8,0,1,0,1,house_rented,1,3.6,2.4,1,0,0,6.9,5.0,0,kept,,0
ADP007142,2.2,medium,22.2,working,owner_surrender,68,0,minor,1,0.9,1.4,0.3,5.1,6.2,1,1,1,1,house_owned,1,6.6,5.9,1,0,0,5.3,0.8,0,kept,,0
ADP007143,1.2,medium,20.3,herding,owner_surrender,10,0,none,1,1.5,3.2,7.9,5.4,5.9,0,0,0,0,apartment,0,3.1,9.8,2,0,0,5.7,4.4,0,kept,,0
ADP007144,2.1,large,23.0,mixed,owner_surrender,37,0,none,1,5.5,0.8,3.6,6.7,6.4,0,0,1,0,house_rented,1,3.0,8.0,3,0,0,5.2,1.3,0,kept,,0
ADP007145,3.4,medium,17.5,herding,stray,80,0,none,1,0.0,4.4,0.0,4.8,10.0,1,1,0,0,house_rented,1,6.9,5.7,3,0,0,6.2,0.9,0,kept,,0
ADP007146,0.2,small,3.2,sporting,transfer,61,0,minor,1,3.2,6.5,5.6,8.8,1.7,0,0,0,1,apartment,0,5.7,6.5,2,0,0,5.7,2.3,0,kept,,0
ADP007147,6.8,small,7.9,terrier,stray,37,0,none,1,3.4,7.0,3.6,3.4,5.9,0,1,0,1,house_owned,1,2.6,2.3,2,1,1,8.1,1.1,0,kept,,0
ADP007148,1.3,small,5.0,sporting,stray,33,0,minor,1,1.6,6.3,3.8,5.1,4.3,0,0,0,1,house_owned,1,4.0,6.0,2,1,0,6.6,0.9,0,kept,,0
ADP007149,1.7,medium,17.9,mixed,owner_surrender,70,0,chronic,1,0.0,6.3,5.6,6.6,8.5,1,0,0,1,house_owned,1,5.3,6.4,2,1,0,6.8,0.2,0,kept,,0
ADP007150,9.0,medium,12.0,working,owner_surrender,21,0,none,1,3.7,4.1,2.3,2.7,2.1,0,0,1,0,apartment,0,4.5,4.3,1,0,0,8.2,1.6,0,kept,,0
ADP007151,9.0,medium,12.2,toy,stray,97,0,none,1,4.8,4.9,8.3,8.7,5.9,0,0,1,0,house_owned,1,0.9,1.3,3,0,0,5.5,7.4,0,kept,,0
ADP007152,7.6,xlarge,43.1,working,stray,48,1,minor,1,5.6,4.7,2.4,8.8,4.8,0,1,0,0,house_owned,1,6.3,7.5,1,0,0,7.5,1.3,0,kept,,0
ADP007153,6.6,large,32.1,mixed,stray,13,0,none,1,1.7,3.7,7.7,6.6,1.1,1,0,0,0,house_owned,0,0.0,2.5,2,0,0,9.3,4.1,0,kept,,0
ADP007154,4.7,large,25.7,working,transfer,49,0,none,1,4.8,3.2,6.1,6.1,9.3,0,0,1,1,house_owned,1,7.0,4.5,4,0,1,7.6,1.6,0,kept,,0
ADP007155,1.4,medium,10.2,terrier,transfer,76,0,none,1,2.8,3.6,6.1,5.2,7.5,1,0,1,0,apartment,1,8.4,8.1,1,0,0,10.0,2.9,0,kept,,0
ADP007156,0.6,large,33.1,herding,owner_surrender,10,0,none,1,2.7,3.2,6.9,5.7,6.4,0,1,0,1,house_rented,1,3.9,3.5,1,1,0,6.0,2.2,0,kept,,0
ADP007157,3.2,medium,20.7,terrier,stray,43,0,none,1,3.7,3.9,5.6,5.9,0.3,0,1,0,0,house_owned,1,8.1,2.7,4,0,0,9.9,3.2,0,unmet_expectations,50.4,1
ADP007158,8.7,large,29.6,hound,owner_surrender,83,0,none,1,2.9,6.7,6.2,5.5,10.0,1,1,1,1,house_rented,1,7.7,2.6,4,1,0,6.9,2.9,0,conflict_with_resident_pets,1.6,1
ADP007159,3.9,medium,17.7,herding,stray,67,1,none,1,4.2,6.3,6.8,3.9,7.3,0,0,1,0,house_rented,1,6.4,4.6,1,0,1,5.8,0.7,0,kept,,0
ADP007160,3.0,small,6.6,working,stray,34,0,none,1,2.8,6.4,7.1,4.4,0.5,0,1,0,0,apartment,1,4.0,3.7,1,0,0,5.7,0.7,0,aggression,5.1,1
ADP007161,2.7,small,8.5,toy,transfer,17,0,minor,1,3.4,9.7,3.4,5.3,2.1,1,1,0,1,house_owned,1,3.1,9.9,4,0,0,4.6,4.6,0,cost_time,2.3,1
ADP007162,5.9,medium,17.7,mixed,stray,55,0,minor,1,3.6,5.5,3.2,8.9,4.9,0,0,1,1,house_rented,1,7.1,6.3,4,0,0,6.8,2.6,0,kept,,0
ADP007163,8.6,small,7.7,terrier,owner_surrender,64,0,none,1,4.2,5.2,7.4,4.0,3.0,1,0,0,0,house_owned,0,6.6,6.1,1,0,0,9.0,2.1,0,unmet_expectations,6.5,1
ADP007164,1.2,small,7.0,hound,owner_surrender,43,0,none,1,2.0,1.5,4.9,6.7,2.2,0,1,0,0,house_owned,1,9.0,8.1,3,0,1,8.1,1.4,0,kept,,0
ADP007165,3.0,medium,18.5,sporting,owner_surrender,7,0,none,1,6.6,4.7,3.9,5.8,1.6,0,0,1,0,house_rented,1,2.9,3.7,1,0,1,5.4,2.1,0,kept,,0
ADP007166,4.4,small,11.0,terrier,transfer,53,0,none,0,0.0,1.4,2.2,4.8,8.7,0,0,1,1,house_owned,1,10.5,6.6,1,0,0,7.0,1.8,0,kept,,0
ADP007167,7.4,small,7.9,sporting,stray,70,0,minor,1,0.3,5.0,6.2,4.2,3.4,0,0,0,0,house_owned,1,5.6,6.0,3,0,0,9.0,1.8,0,kept,,0
ADP007168,4.8,medium,17.9,mixed,stray,24,0,minor,1,4.8,2.5,3.1,4.5,4.5,0,0,0,0,apartment,0,5.5,7.6,1,0,0,5.2,3.1,0,kept,,0
ADP007169,5.3,large,31.0,mixed,stray,40,0,minor,1,7.2,4.3,5.7,8.0,4.1,1,0,0,1,house_rented,1,3.7,5.2,2,1,0,4.6,2.8,0,kept,,0
ADP007170,5.9,small,7.8,mixed,owner_surrender,71,0,none,1,1.3,1.5,6.6,3.7,6.8,0,0,0,1,house_owned,1,6.6,5.0,1,0,1,6.6,1.3,0,kept,,0
ADP007171,2.8,small,7.2,toy,transfer,143,0,none,1,7.7,8.4,3.3,5.3,5.5,0,0,0,0,house_owned,1,8.6,6.3,1,0,0,5.9,1.0,0,kept,,0
ADP007172,6.0,medium,20.2,hound,stray,66,0,minor,1,4.5,2.7,4.5,7.4,2.9,1,0,1,0,house_owned,1,5.1,5.0,1,0,1,5.6,2.4,0,aggression,15.4,1
ADP007173,7.6,small,8.5,toy,owner_surrender,20,0,none,1,3.8,3.7,0.4,9.4,10.0,1,1,0,1,house_owned,1,5.7,2.9,3,1,0,9.1,6.5,0,other,51.5,1
ADP007174,9.1,small,5.9,mixed,stray,33,0,none,1,3.8,4.4,3.3,4.5,0.6,0,0,1,1,house_owned,1,2.7,5.3,1,0,0,6.4,0.8,0,kept,,0
ADP007175,5.4,large,25.6,mixed,stray,27,0,none,1,5.0,3.5,4.1,6.0,3.5,1,0,1,1,house_rented,1,2.0,6.4,1,0,1,3.5,0.4,0,kept,,0
ADP007176,3.7,large,34.3,herding,owner_surrender,12,0,none,1,0.0,7.9,5.2,6.7,3.0,0,0,1,0,house_rented,1,4.6,6.4,2,0,1,5.7,0.3,0,kept,,0
ADP007177,7.2,small,8.0,hound,transfer,33,0,none,1,0.4,2.8,3.5,5.3,4.8,0,0,1,1,house_owned,1,5.1,4.7,2,1,1,7.8,0.6,0,kept,,0
ADP007178,1.3,medium,17.5,toy,owner_surrender,21,0,none,1,0.4,3.6,2.6,5.8,2.0,1,1,1,0,apartment,0,6.0,4.4,1,0,1,6.4,1.4,0,kept,,0
ADP007179,1.2,medium,18.5,working,stray,7,0,none,1,2.3,0.1,2.8,6.7,4.1,0,0,0,1,apartment,0,5.8,6.0,3,0,0,3.8,0.7,0,kept,,0
ADP007180,4.2,medium,18.4,hound,stray,86,0,none,1,1.6,2.9,1.1,6.6,5.0,1,1,1,1,house_owned,1,10.8,5.5,1,0,1,6.5,1.1,0,kept,,0
ADP007181,2.6,medium,20.6,working,stray,3,0,minor,1,3.4,5.3,7.9,6.8,6.4,0,0,1,0,apartment,0,8.4,6.8,2,0,0,5.3,0.0,0,aggression,16.3,1
ADP007182,3.1,medium,12.2,working,stray,5,1,none,1,2.8,2.2,3.7,8.1,3.5,1,0,0,1,house_rented,1,7.7,4.4,1,0,0,5.2,3.7,0,kept,,0
ADP007183,1.9,large,27.9,mixed,stray,55,0,none,1,6.1,4.6,5.6,6.8,4.9,0,0,0,0,house_owned,1,7.6,4.4,1,0,0,5.6,2.4,0,kept,,0
ADP007184,6.3,medium,16.3,sporting,stray,23,1,none,1,4.4,4.3,2.4,5.2,4.2,0,0,0,1,apartment,0,3.6,2.6,4,0,0,8.3,2.6,0,kept,,0
ADP007185,1.1,large,26.2,mixed,stray,6,0,minor,0,3.3,0.1,2.0,7.2,4.9,0,0,0,1,house_owned,1,6.3,0.8,1,1,1,7.1,6.4,0,kept,,0
ADP007186,13.4,small,7.8,mixed,stray,117,0,minor,1,4.1,2.8,5.2,4.2,5.4,0,0,0,1,house_rented,1,3.6,6.9,2,0,1,3.7,2.7,0,kept,,0
ADP007187,5.6,medium,16.8,toy,owner_surrender,64,0,none,1,2.0,8.7,5.6,10.0,2.9,1,1,0,1,house_owned,1,8.0,10.0,1,1,0,10.0,0.0,0,conflict_with_resident_pets,6.0,1
ADP007188,6.5,small,7.5,hound,owner_surrender,17,0,minor,1,4.7,8.7,9.9,4.8,3.8,0,1,1,1,house_rented,1,8.7,4.5,4,0,1,6.1,0.3,0,kept,,0
ADP007189,2.4,medium,19.8,mixed,stray,10,0,none,0,1.2,5.8,8.0,0.8,7.3,1,1,0,1,house_rented,0,5.8,8.1,3,0,0,4.4,7.3,0,kept,,0
ADP007190,9.2,medium,13.8,sporting,born_in_care,66,0,minor,1,4.0,4.7,3.7,9.0,7.8,0,1,0,1,house_rented,1,3.9,4.2,4,0,1,6.3,4.8,0,kept,,0
ADP007191,2.8,large,31.7,terrier,transfer,10,1,none,1,2.2,7.1,3.9,4.6,2.9,0,0,0,1,house_owned,0,3.6,4.6,3,0,0,7.6,0.0,0,kept,,0
ADP007192,0.9,medium,19.3,hound,transfer,1,0,minor,1,1.2,5.6,2.1,3.2,2.8,0,1,0,1,house_owned,1,11.5,5.6,1,1,0,4.9,2.4,0,kept,,0
ADP007193,3.3,small,5.7,hound,stray,38,0,none,1,0.9,2.4,5.3,8.1,4.9,1,0,0,0,apartment,0,8.2,6.2,1,0,0,9.7,1.9,0,kept,,0
ADP007194,1.6,small,4.8,mixed,transfer,29,1,minor,1,4.0,4.7,6.8,8.9,7.3,0,0,0,0,house_owned,1,6.6,6.2,2,0,1,7.4,2.7,0,kept,,0
ADP007195,3.3,xlarge,38.0,herding,owner_surrender,8,0,none,1,2.3,2.2,4.5,6.2,4.5,1,0,0,0,house_owned,0,10.4,9.2,3,0,0,6.6,3.0,0,kept,,0
ADP007196,1.2,small,7.6,mixed,owner_surrender,30,1,none,1,3.2,6.9,0.3,6.5,5.0,1,0,0,0,house_owned,1,8.3,6.7,1,0,1,5.1,0.2,0,kept,,0
ADP007197,0.7,medium,29.6,mixed,owner_surrender,17,0,none,1,1.9,6.2,1.1,5.0,3.5,0,0,0,0,house_owned,1,7.2,3.0,2,0,1,5.3,2.0,0,separation_anxiety_destruction,1.0,1
ADP007198,2.0,small,4.9,working,transfer,10,0,minor,0,0.9,6.0,2.8,5.8,5.7,0,0,0,1,house_owned,1,7.2,6.6,3,0,1,4.6,0.8,0,kept,,0
ADP007199,1.0,medium,19.9,mixed,stray,84,0,none,1,2.9,4.5,6.1,7.0,4.7,0,0,0,1,house_owned,1,4.1,5.1,1,0,0,7.9,1.9,0,kept,,0
ADP007200,1.9,small,3.3,hound,owner_surrender,31,0,none,1,2.5,0.6,8.4,5.5,5.3,0,0,0,0,apartment,0,8.9,5.3,3,0,0,4.9,0.2,0,kept,,0
ADP007201,4.2,large,28.0,terrier,stray,86,0,none,1,3.5,6.7,3.2,8.6,7.2,1,0,0,0,house_owned,1,5.0,3.8,1,0,0,8.7,4.8,0,kept,,0
ADP007202,12.0,small,9.7,terrier,born_in_care,14,0,minor,1,4.0,3.9,3.0,7.7,6.2,1,1,0,1,house_owned,1,2.8,3.5,1,0,1,8.5,4.2,0,aggression,21.1,1
ADP007203,1.5,medium,23.6,hound,owner_surrender,51,0,none,1,3.3,5.3,3.9,7.9,7.0,1,0,1,1,house_owned,1,10.7,5.0,3,1,1,4.0,2.9,0,kept,,0
ADP007204,5.1,small,8.9,sporting,born_in_care,59,0,none,1,1.7,4.7,3.1,7.7,6.5,1,1,0,1,apartment,0,7.4,7.7,2,0,0,10.0,0.0,0,kept,,0
ADP007205,3.5,large,36.3,mixed,transfer,8,0,none,1,3.2,3.4,4.6,5.1,3.9,1,1,0,0,house_owned,1,9.1,0.1,1,0,1,8.3,5.0,0,kept,,0
ADP007206,0.9,medium,18.5,toy,stray,8,0,none,1,2.4,6.0,2.2,9.3,1.7,1,0,1,1,house_owned,0,4.5,5.0,3,0,0,7.2,4.3,0,kept,,0
ADP007207,7.1,large,27.7,mixed,stray,60,1,none,1,0.0,6.5,4.2,6.2,5.3,0,1,1,1,house_owned,1,4.7,6.6,1,0,0,7.7,0.4,0,kept,,0
ADP007208,0.9,medium,15.0,mixed,stray,62,0,minor,1,3.9,2.7,3.0,5.3,3.7,0,1,0,1,house_owned,1,9.7,7.1,1,0,1,5.6,1.8,0,kept,,0
ADP007209,4.4,large,30.6,terrier,owner_surrender,31,0,none,1,2.2,2.9,2.4,8.6,4.6,1,0,1,0,house_owned,1,7.0,4.2,1,0,0,4.8,4.4,0,kept,,0
ADP007210,4.7,medium,17.2,working,transfer,13,0,chronic,1,0.0,1.6,4.2,7.2,5.2,0,0,1,0,house_owned,1,9.4,5.3,1,0,1,5.2,1.9,0,kept,,0
ADP007211,0.2,medium,15.4,mixed,stray,42,0,none,1,2.3,2.1,1.5,3.3,3.8,1,1,0,1,apartment,0,8.5,7.9,1,0,1,6.3,4.6,0,kept,,0
ADP007212,5.3,xlarge,43.1,hound,owner_surrender,34,1,minor,1,0.0,2.7,8.5,8.5,3.3,0,1,0,1,house_rented,1,6.2,5.8,1,0,0,5.7,2.7,0,kept,,0
ADP007213,1.1,large,32.8,hound,transfer,20,0,minor,1,6.1,6.7,2.7,4.3,6.0,0,1,1,0,apartment,0,2.6,7.3,1,0,0,10.0,3.0,1,aggression,1.0,1
ADP007214,3.1,small,7.0,mixed,transfer,77,0,none,1,2.8,1.2,5.7,5.3,8.1,1,0,1,1,house_owned,1,14.0,3.8,2,0,1,5.6,1.5,0,kept,,0
ADP007215,3.0,large,26.8,herding,owner_surrender,21,0,none,1,5.1,3.8,0.0,5.4,4.4,0,0,1,1,house_owned,1,5.2,8.5,1,1,1,7.9,3.1,0,kept,,0
ADP007216,10.7,medium,14.8,hound,stray,24,0,none,1,3.3,5.2,2.6,6.9,7.3,1,1,0,0,apartment,0,8.0,6.4,2,0,0,6.1,0.5,0,kept,,0
ADP007217,5.7,large,20.7,sporting,owner_surrender,2,1,none,1,2.1,4.1,2.4,6.8,7.8,0,0,0,1,house_owned,1,5.8,7.6,2,1,1,4.3,0.8,0,kept,,0
ADP007218,4.8,large,26.8,herding,stray,71,0,none,1,2.8,4.0,0.0,6.5,7.4,1,0,0,1,house_owned,1,9.7,6.6,2,0,0,5.0,0.1,0,kept,,0
ADP007219,2.8,medium,13.8,working,stray,23,0,none,1,1.6,5.2,0.2,4.9,5.8,0,0,0,0,house_owned,1,8.6,6.8,1,0,0,6.8,1.9,0,kept,,0
ADP007220,4.8,medium,16.7,herding,owner_surrender,10,0,none,1,1.4,3.9,0.0,6.0,3.4,1,1,1,0,apartment,0,2.6,5.8,1,0,0,5.4,0.2,0,kept,,0
ADP007221,2.6,xlarge,38.8,mixed,stray,15,0,minor,1,1.1,5.2,6.3,6.1,7.1,1,1,0,1,apartment,0,7.3,5.5,1,1,0,6.0,0.6,1,kept,,0
ADP007222,7.9,large,28.5,mixed,transfer,11,0,none,1,2.1,3.7,6.2,4.8,5.3,0,0,0,0,house_owned,1,6.1,2.0,2,0,0,7.7,2.8,0,kept,,0
ADP007223,1.3,xlarge,46.3,toy,stray,19,0,minor,1,8.8,2.0,2.3,5.8,3.1,1,0,0,1,house_owned,0,6.7,7.4,2,0,0,9.1,1.6,0,kept,,0
ADP007224,1.1,medium,20.8,toy,stray,21,0,none,0,3.5,7.8,1.3,4.4,4.2,1,0,0,0,house_owned,1,4.8,6.1,1,0,1,6.6,1.7,0,separation_anxiety_destruction,19.5,1
ADP007225,5.4,medium,18.6,mixed,transfer,33,0,none,1,2.5,5.6,3.2,5.1,3.7,1,0,0,0,house_owned,1,1.8,4.5,4,0,1,4.3,0.6,0,kept,,0
ADP007226,0.5,xlarge,51.6,mixed,transfer,65,0,none,1,0.0,0.4,5.3,5.0,10.0,0,1,0,1,apartment,0,4.1,6.9,1,0,1,6.4,1.9,1,kept,,0
ADP007227,4.2,small,3.5,sporting,born_in_care,56,1,none,1,3.5,8.1,3.2,6.3,4.4,0,1,0,1,apartment,0,2.7,6.5,1,0,0,7.1,0.2,0,unmet_expectations,64.0,1
ADP007228,0.8,small,7.0,mixed,transfer,48,0,chronic,1,0.7,5.0,3.5,9.2,6.0,0,0,0,0,house_owned,0,1.8,5.9,1,0,0,5.6,3.3,0,kept,,0
ADP007229,1.5,medium,13.5,toy,stray,70,0,none,1,2.7,4.2,3.7,6.7,2.9,0,0,0,0,house_rented,1,0.6,7.5,1,0,1,1.7,0.8,0,kept,,0
ADP007230,3.7,small,6.9,working,owner_surrender,37,0,minor,1,0.6,3.3,1.1,4.0,7.4,0,1,0,0,apartment,0,1.3,5.2,1,0,1,7.0,1.2,0,kept,,0
ADP007231,1.6,large,31.9,terrier,stray,33,0,none,1,1.0,6.4,1.9,3.5,8.6,1,0,0,0,house_owned,0,5.0,1.6,1,0,1,8.4,1.9,0,kept,,0
ADP007232,2.8,medium,17.6,hound,stray,28,0,chronic,1,4.8,2.6,6.4,3.6,2.0,1,0,1,1,house_rented,0,5.8,3.5,4,1,0,7.0,0.1,0,kept,,0
ADP007233,2.7,small,7.1,mixed,transfer,18,0,none,1,3.9,3.6,5.8,5.6,0.4,0,0,0,1,house_rented,1,10.5,6.8,4,0,0,7.9,1.2,0,conflict_with_resident_pets,13.8,1
ADP007234,4.9,large,29.8,sporting,owner_surrender,6,0,minor,1,2.0,3.7,1.9,4.3,4.3,0,0,0,0,house_owned,1,9.1,0.0,1,0,1,6.0,4.3,0,kept,,0
ADP007235,7.7,large,31.6,mixed,owner_surrender,5,0,minor,1,4.1,5.5,6.0,9.7,4.7,0,1,0,1,house_owned,1,5.4,5.1,1,1,0,6.5,4.6,0,cost_time,16.2,1
ADP007236,2.7,xlarge,57.3,mixed,transfer,12,0,none,1,0.1,2.3,2.2,7.6,6.7,0,1,0,1,apartment,0,5.9,2.1,1,1,0,6.3,5.5,1,kept,,0
ADP007237,2.0,medium,20.5,terrier,stray,41,0,none,1,2.7,0.5,2.0,6.9,4.4,0,0,0,1,house_rented,1,6.2,6.8,1,1,1,5.7,0.1,0,kept,,0
ADP007238,0.9,large,30.7,mixed,stray,22,0,none,1,6.7,3.1,1.0,5.4,4.8,0,1,0,0,apartment,0,2.8,1.4,1,0,0,10.0,4.0,1,aggression,122.4,1
ADP007239,2.0,medium,14.3,mixed,stray,37,0,none,1,3.1,5.7,4.5,4.7,4.4,1,0,1,0,house_rented,1,6.4,5.8,1,0,1,9.5,1.1,0,kept,,0
ADP007240,3.0,medium,7.7,mixed,stray,24,0,none,1,1.9,2.0,1.2,5.6,0.0,1,0,0,1,apartment,0,4.8,9.4,1,1,0,6.6,3.8,0,kept,,0
ADP007241,4.2,small,7.9,mixed,stray,91,0,none,1,2.2,4.1,2.8,7.1,3.8,1,0,0,1,apartment,0,7.5,6.7,1,1,0,5.8,0.4,0,kept,,0
ADP007242,2.6,medium,22.6,herding,transfer,23,0,none,1,7.8,6.3,5.3,7.8,3.1,0,1,0,1,house_rented,0,3.1,0.1,1,0,1,6.1,7.7,0,kept,,0
ADP007243,8.4,large,26.3,toy,stray,4,0,none,1,4.9,2.6,2.7,4.0,6.3,0,1,0,0,apartment,0,3.2,4.7,1,0,1,8.7,0.7,1,kept,,0
ADP007244,6.2,large,37.0,mixed,stray,38,0,minor,1,2.5,3.9,2.1,8.0,5.2,1,1,0,0,house_owned,1,3.3,1.8,1,0,0,8.1,6.2,0,separation_anxiety_destruction,24.3,1
ADP007245,9.1,large,26.7,toy,stray,55,0,none,1,5.0,8.0,4.6,5.7,8.3,0,0,0,1,house_rented,1,9.8,4.4,1,0,1,9.5,1.3,0,kept,,0
ADP007246,4.9,medium,13.9,hound,transfer,34,0,minor,0,1.1,7.9,1.5,5.3,3.0,1,1,0,1,house_owned,1,4.0,9.0,4,0,0,6.6,3.7,0,kept,,0
ADP007247,7.6,xlarge,53.8,working,stray,22,0,minor,0,0.2,5.4,2.4,3.3,7.9,1,0,0,1,house_owned,1,3.5,6.6,2,0,1,3.5,3.3,0,kept,,0
ADP007248,7.3,small,5.8,herding,stray,39,0,minor,1,5.1,10.0,3.5,6.7,1.3,0,1,0,1,house_rented,0,5.9,4.7,1,1,1,6.2,2.0,0,kept,,0
ADP007249,0.9,medium,21.5,mixed,owner_surrender,50,1,none,1,5.2,2.5,6.2,5.9,4.3,0,0,1,0,house_owned,0,1.0,7.1,2,0,0,6.0,1.2,0,kept,,0
ADP007250,5.0,small,5.7,sporting,stray,13,0,none,1,3.4,5.8,8.4,7.4,5.9,0,0,1,1,house_owned,1,7.6,7.1,1,0,1,8.8,0.3,0,kept,,0
ADP007251,2.1,large,32.7,mixed,stray,39,0,none,1,0.0,0.0,3.4,7.4,5.4,0,0,0,0,house_owned,1,4.2,4.1,1,0,1,4.6,3.3,0,kept,,0
ADP007252,2.6,small,6.2,working,stray,28,0,none,0,2.9,7.4,2.7,5.7,4.3,0,1,0,0,house_owned,1,10.2,2.8,3,0,0,10.0,2.9,0,kept,,0
ADP007253,14.9,large,29.4,herding,owner_surrender,67,0,minor,1,3.9,3.4,5.6,8.0,3.9,0,0,0,1,house_owned,1,5.0,7.9,1,0,0,8.3,0.1,0,kept,,0
