,age_years,weight_kg,days_in_shelter,previously_returned,neutered,aggression_score,anxiety_separation,reactivity_to_dogs,energy_level,training_level,house_trained,first_time_owner,household_has_kids,household_has_pets,has_yard,hours_alone_per_day,adopter_activity_level,visits_before_adoption,met_resident_pets,adoption_counseling,expectation_score,energy_mismatch,size_home_mismatch,size_large,size_medium,size_small,size_xlarge,breed_group_herding,breed_group_hound,breed_group_mixed,breed_group_sporting,breed_group_terrier,breed_group_toy,breed_group_working,intake_type_born_in_care,intake_type_owner_surrender,intake_type_stray,intake_type_transfer,medical_needs_chronic,medical_needs_minor,medical_needs_none,home_type_apartment,home_type_house_owned,home_type_house_rented
16263,1.6,19.1,34,0,1,0.0,1.7,2.0,9.1,7.1,0,1,0,0,0,7.1,7.3,1,0,0,7.8,1.8,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
40525,1.1,17.7,63,1,1,1.0,1.1,5.2,4.0,4.2,1,1,0,0,1,6.4,6.8,4,0,1,6.8,2.8,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
36335,1.2,14.6,22,1,1,2.1,5.1,3.6,3.9,6.1,0,0,0,1,0,6.5,6.0,1,0,0,7.7,2.1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
22608,3.4,20.0,9,0,1,4.0,4.2,6.7,5.4,0.1,0,1,0,0,1,9.1,3.6,2,0,0,7.6,1.8,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
6221,2.3,12.8,84,0,1,0.0,4.9,7.4,6.7,5.0,0,0,0,0,0,10.0,3.3,1,0,1,10.0,3.4,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
5513,3.0,6.2,19,0,1,7.3,3.7,4.7,8.1,1.7,0,0,1,1,0,7.1,7.9,1,0,0,8.2,0.2,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
28453,2.1,35.9,5,0,1,3.3,6.3,1.9,5.0,4.8,0,1,1,1,1,3.5,4.5,1,0,0,9.2,0.5,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
29117,2.5,16.7,48,0,1,0.0,0.0,2.8,7.3,5.1,0,0,0,1,1,0.2,4.3,1,1,0,9.1,3.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
6407,3.5,15.4,41,0,1,0.0,5.4,3.7,7.3,7.3,1,1,0,0,0,8.3,5.9,1,0,0,8.8,1.4,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
6579,6.1,29.6,63,0,1,2.9,6.6,0.0,2.0,7.1,0,0,0,0,0,3.2,9.3,3,0,1,4.7,7.3,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
363,2.3,17.3,3,0,1,1.6,5.6,8.1,8.9,2.8,0,0,1,0,1,5.4,4.4,2,0,0,7.3,4.5,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
21270,4.8,18.0,28,0,1,4.1,9.1,1.0,5.8,3.2,0,0,1,1,1,1.6,4.6,1,0,1,9.8,1.2,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
3428,4.8,8.4,38,0,1,0.3,3.7,0.0,9.6,6.8,0,0,0,0,1,2.3,7.5,2,0,0,4.8,2.1,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
36359,1.1,28.0,69,0,1,0.8,6.3,5.7,4.9,4.7,0,1,0,0,0,8.8,4.4,3,0,1,3.8,0.5,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
426,5.0,13.2,34,0,1,5.3,3.8,9.1,5.5,2.3,0,0,0,0,1,5.1,8.8,1,0,1,6.5,3.3,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
21449,2.6,13.3,22,0,1,2.9,6.1,8.7,5.8,5.0,0,0,0,0,1,2.5,2.0,1,0,1,6.1,3.8,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
12644,0.9,14.1,5,0,1,0.0,6.4,6.5,7.8,2.7,0,1,0,1,0,7.7,7.3,2,0,0,7.2,0.5,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
605,4.0,7.3,65,0,0,0.0,0.0,2.7,5.0,3.5,0,1,0,1,1,1.3,8.8,1,0,1,6.9,3.8,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
17390,2.9,16.3,16,0,0,5.0,2.6,0.0,9.4,5.4,1,0,0,1,1,5.2,4.1,1,1,1,3.8,5.3,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
7295,2.3,21.7,7,0,1,4.0,3.2,0.0,2.4,7.6,0,0,0,0,0,5.5,0.4,4,0,0,7.3,2.0,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True
10678,5.9,17.7,16,0,1,6.0,7.0,1.8,10.0,0.9,0,0,0,0,0,3.5,5.4,1,0,0,8.9,4.6,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
15287,1.5,8.4,33,0,1,1.6,2.0,0.6,3.2,5.5,0,0,1,0,1,0.0,5.2,2,0,0,8.2,2.0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
20850,4.8,7.7,3,0,1,2.8,3.1,1.3,5.8,8.0,0,0,1,0,1,5.7,7.9,1,0,0,6.8,2.1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
5932,8.4,23.3,18,0,1,3.9,4.2,0.0,6.8,9.5,1,0,0,1,1,5.3,4.3,1,1,0,5.6,2.5,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
20743,4.0,7.0,105,0,1,0.0,3.9,5.4,3.8,9.5,0,0,0,1,1,12.7,1.9,1,0,0,4.9,1.9,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
18208,1.5,30.1,44,1,1,4.6,1.8,3.3,5.1,7.8,1,0,0,1,0,0.0,6.3,4,0,1,2.8,1.2,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
10124,1.7,32.5,63,0,1,0.1,2.4,3.8,7.5,4.9,0,0,1,1,1,3.7,4.7,1,1,0,5.7,2.8,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
2760,4.5,7.4,46,0,1,2.6,7.3,3.0,6.6,3.7,1,1,0,0,0,6.1,4.8,1,0,1,4.1,1.8,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
21519,4.5,7.6,51,0,1,1.6,1.7,3.9,3.9,4.0,0,0,0,0,1,6.1,6.2,1,0,1,7.0,2.3,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
40670,2.4,13.7,60,0,1,0.0,4.2,0.0,5.6,9.1,1,0,1,0,1,3.7,2.3,2,0,1,4.6,3.3,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
36646,3.0,20.4,62,0,1,2.0,7.7,0.0,5.9,4.6,0,0,1,0,1,7.9,6.1,1,0,0,8.1,0.2,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
8089,3.2,42.7,38,0,1,1.8,0.5,4.3,5.1,3.3,0,0,0,1,0,7.9,6.6,2,0,0,2.8,1.5,1,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
19818,2.2,32.8,85,0,1,0.2,1.8,0.6,8.3,4.8,1,0,0,0,1,1.5,4.4,2,0,0,9.7,3.9,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
29188,5.3,16.2,58,0,1,4.2,4.0,3.7,6.6,0.0,1,1,1,1,1,4.2,2.1,2,0,1,6.4,4.5,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
10034,4.1,17.8,28,0,1,3.2,0.0,4.5,3.8,7.9,0,1,0,1,1,4.9,6.2,2,1,0,6.1,2.4,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
16694,2.2,30.5,74,0,1,2.5,3.4,3.7,5.6,2.1,1,1,1,0,1,8.8,7.7,1,0,0,7.1,2.1,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
36928,2.4,10.2,19,0,0,3.5,3.8,3.0,6.7,5.1,0,0,0,0,1,9.6,3.0,3,0,0,6.8,3.7,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
12343,1.8,17.9,35,0,1,0.2,0.0,0.6,7.5,7.7,1,0,0,1,1,8.5,6.8,1,1,0,9.0,0.7,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
34250,0.8,31.4,20,0,1,0.7,3.9,0.7,6.7,5.9,0,0,0,1,1,10.8,6.8,2,1,0,4.6,0.1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
25793,2.4,7.0,109,0,1,0.4,8.2,5.3,5.5,9.4,1,0,1,0,1,3.7,1.9,2,0,1,5.8,3.6,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
14891,0.2,5.1,24,1,1,0.5,3.8,1.7,9.3,3.2,0,0,0,0,1,7.9,5.6,3,0,0,4.2,3.7,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
1740,2.7,6.6,23,0,1,3.0,0.1,2.5,7.0,5.5,1,1,1,0,1,10.7,10.0,4,0,1,6.0,3.0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
444,3.6,5.5,47,1,1,3.4,7.5,2.2,6.8,8.5,0,0,0,0,0,0.0,5.7,1,0,0,6.4,1.1,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
13363,2.5,39.6,56,0,1,2.9,3.8,2.2,6.6,6.0,0,1,1,1,1,1.9,4.6,1,0,1,9.6,2.0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2321,0.3,28.7,11,0,1,3.4,4.3,3.4,3.7,7.3,0,0,0,0,0,11.3,4.3,1,0,1,10.0,0.6,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
3849,1.6,17.9,13,0,1,6.6,1.5,6.9,4.6,2.8,0,1,0,0,0,8.5,6.8,1,0,0,4.5,2.2,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
35703,1.1,28.8,41,0,0,6.0,4.5,2.6,5.0,4.2,1,0,0,0,0,10.2,2.4,1,0,1,3.5,2.6,1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False
10690,5.7,26.7,13,0,1,5.5,6.3,4.4,5.1,1.9,0,0,1,1,0,8.4,6.7,1,1,1,7.3,1.6,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False
38568,4.6,8.1,44,0,1,5.4,6.6,1.6,6.9,7.8,1,0,1,1,0,1.2,5.9,1,0,0,4.7,1.0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
18859,1.2,46.5,101,0,1,1.9,2.2,4.6,4.3,3.7,0,0,0,1,1,9.2,7.4,1,0,1,7.7,3.1,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
40730,3.6,23.3,11,0,1,2.4,2.0,2.5,6.9,4.1,1,1,0,0,1,4.8,5.1,1,0,0,8.2,1.8,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
15350,1.0,7.6,22,0,1,2.6,1.2,3.2,7.5,6.6,0,1,0,1,0,6.6,5.4,1,0,0,8.4,2.1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
21125,3.6,37.9,39,0,1,0.0,1.0,4.2,3.6,4.0,1,1,0,1,0,9.5,1.7,1,1,0,4.3,1.9,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
9045,2.5,16.7,14,0,1,2.4,4.3,1.0,8.5,2.8,1,0,0,1,1,8.7,5.8,1,1,0,6.0,2.7,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
31873,5.4,5.1,48,0,1,3.3,5.8,5.4,7.9,3.7,0,0,0,0,1,2.4,4.1,1,0,0,10.0,3.8,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
13259,4.6,5.0,21,0,1,0.1,1.5,3.0,4.0,7.5,0,1,0,0,0,9.0,6.2,2,0,1,7.0,2.2,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
15434,5.6,28.3,12,0,1,0.5,4.1,5.6,4.2,4.7,0,0,0,1,0,4.1,5.6,3,0,0,7.7,1.4,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
17904,1.3,16.4,37,0,1,6.9,1.9,3.0,9.3,3.1,0,0,0,0,0,7.0,9.1,1,0,0,5.5,0.2,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
1774,2.0,39.1,19,1,1,2.3,3.7,0.0,6.6,4.6,0,1,1,1,0,6.1,6.9,1,0,0,4.8,0.3,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
4369,2.2,5.9,2,0,1,3.5,5.3,2.7,5.4,1.9,0,1,1,1,1,5.0,2.9,3,0,1,4.1,2.5,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
23766,4.5,11.2,8,0,1,1.1,3.7,1.1,9.5,4.0,1,0,0,0,1,7.1,4.1,2,0,0,7.3,5.4,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
28103,4.4,25.2,14,0,1,1.9,5.1,6.5,5.8,7.9,1,0,1,1,0,5.5,5.0,1,0,0,5.3,0.8,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False
6304,1.3,17.9,84,0,0,0.0,0.9,2.1,5.9,5.2,1,0,0,1,1,1.7,8.2,3,1,0,8.3,2.3,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
34819,1.4,29.4,17,1,1,3.2,6.6,2.2,5.6,1.9,0,0,1,0,1,6.8,3.2,1,0,0,5.6,2.4,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
15115,2.6,16.6,26,0,1,0.6,7.2,1.5,2.1,0.8,1,0,1,1,1,0.7,7.1,1,0,0,4.3,5.0,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
23862,1.1,15.8,9,0,1,2.4,4.3,2.4,3.8,2.0,1,1,0,1,1,7.3,5.1,1,0,0,4.7,1.3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
32636,4.1,20.0,31,1,1,3.5,0.0,2.4,7.5,5.0,0,1,1,0,1,9.1,5.3,3,0,0,6.3,2.2,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
18043,2.9,20.9,26,0,1,1.9,5.0,3.6,8.1,2.1,0,0,1,1,1,4.1,5.5,1,1,0,7.5,2.6,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
32454,3.0,18.7,15,0,0,7.2,10.0,5.8,8.9,0.0,0,0,0,1,1,5.7,5.8,2,1,1,10.0,3.1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
6374,0.8,20.6,18,0,1,1.8,7.6,6.1,7.8,0.0,0,1,1,0,1,6.5,8.5,2,0,0,5.1,0.7,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
33904,3.4,53.7,61,0,1,1.7,2.1,2.6,10.0,3.2,1,0,0,0,1,5.0,3.7,2,0,0,8.6,6.3,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
31437,1.7,15.7,86,0,1,0.4,4.7,3.9,3.9,3.5,0,1,1,0,0,10.0,6.1,3,0,0,7.6,2.2,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
396,9.8,8.2,23,0,1,6.4,3.1,10.0,5.4,4.3,1,0,0,0,0,11.6,5.1,1,0,1,5.9,0.3,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
20716,2.2,11.1,46,0,1,3.3,3.2,2.4,3.7,5.8,0,0,0,1,0,6.5,4.0,1,1,0,6.5,0.3,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
28229,3.6,22.1,63,0,1,3.9,5.3,2.4,4.2,4.5,1,0,0,0,1,9.4,4.8,2,0,0,3.5,0.6,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
637,2.3,11.8,21,0,1,1.0,0.0,3.6,4.9,3.6,1,1,0,1,0,8.4,5.0,2,1,0,7.8,0.1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
25105,2.3,9.2,10,0,1,3.0,6.1,3.3,4.5,4.4,1,0,0,1,0,1.9,4.1,1,1,1,6.2,0.4,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
16353,3.1,6.8,47,0,1,1.9,0.8,6.5,5.2,7.2,0,0,0,1,1,5.6,5.5,2,1,0,6.1,0.3,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
35006,1.5,22.5,28,0,1,2.8,2.9,0.0,6.4,10.0,0,0,1,1,0,3.6,10.0,1,0,0,6.7,3.6,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
10552,2.0,47.1,1,0,1,0.5,3.1,2.5,10.0,8.1,1,0,0,1,0,5.5,8.0,1,0,0,4.8,2.0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
38390,5.8,17.0,44,0,1,0.0,5.1,2.3,7.4,3.9,1,0,1,1,1,7.8,8.4,2,0,0,7.5,1.0,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
354,2.1,23.7,79,0,1,6.5,2.7,3.7,4.9,5.3,1,0,1,0,1,9.3,8.0,1,0,0,4.6,3.1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
5487,6.3,14.3,21,0,1,2.5,7.4,1.6,8.8,5.0,1,1,0,0,1,9.2,1.5,2,0,1,5.8,7.3,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
18575,1.8,51.8,18,1,0,1.9,3.4,5.0,4.1,3.1,0,0,1,1,1,3.5,5.7,1,0,1,6.0,1.6,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
38473,5.8,39.5,12,0,1,2.8,6.9,6.7,4.6,6.9,1,0,1,1,1,9.8,9.1,3,0,1,5.3,4.5,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
15551,2.9,7.6,25,0,1,2.0,7.0,2.5,8.7,9.1,1,0,1,1,1,2.5,4.7,2,1,0,4.8,4.0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
1933,4.4,5.9,62,0,1,1.3,6.0,2.3,6.1,2.8,0,1,0,1,0,0.7,6.2,1,1,0,6.9,0.1,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
30689,7.6,16.6,25,0,1,2.0,2.5,3.1,6.4,4.1,0,0,0,1,1,7.6,4.6,2,1,0,7.1,1.8,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
28894,4.0,34.9,48,0,1,3.4,8.3,2.6,3.8,2.2,1,1,0,0,1,5.2,7.5,3,0,0,2.6,3.7,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
34681,3.4,4.7,21,0,1,2.1,4.4,5.9,5.8,5.9,1,1,1,0,1,0.9,2.3,1,0,0,7.3,3.5,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
38866,2.5,18.6,35,0,1,3.8,1.6,4.5,8.6,7.5,1,0,0,1,0,8.2,5.8,2,0,0,7.4,2.8,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False
8314,2.9,21.0,3,0,1,0.0,4.4,1.9,7.5,3.8,1,1,0,0,0,7.1,6.3,1,0,1,7.6,1.2,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
18808,2.4,22.8,69,0,1,0.0,3.9,3.6,9.9,7.9,1,0,0,1,1,4.2,6.5,1,0,1,7.5,3.4,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False
22997,7.1,7.4,28,0,1,3.3,7.7,0.9,7.6,7.1,1,1,1,1,1,4.7,3.9,2,0,0,4.6,3.7,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
28146,5.4,50.6,31,0,1,6.3,5.6,0.9,6.8,6.5,0,1,1,1,0,5.2,4.9,2,1,0,3.5,1.9,1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False
1252,3.1,17.4,32,0,1,3.9,0.0,2.1,6.2,5.1,1,0,0,0,0,3.5,7.6,3,0,0,5.2,1.4,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
36058,7.2,7.0,28,0,1,5.9,3.2,3.8,9.7,7.7,1,1,0,1,0,6.2,7.2,1,0,0,5.4,2.5,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
21544,5.0,8.9,55,0,1,5.7,0.5,6.3,5.2,7.5,1,0,0,0,1,5.1,3.6,1,0,0,5.5,1.6,0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
39786,7.5,30.6,17,0,1,2.8,0.9,4.1,5.6,8.0,0,0,0,0,1,5.1,6.4,2,0,1,4.4,0.8,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
633,3.4,31.3,11,0,1,5.2,6.3,0.9,3.5,0.5,1,0,0,1,0,4.3,4.9,1,1,1,6.4,1.4,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False
16898,2.0,4.9,11,0,1,3.8,3.8,3.0,7.4,0.7,0,1,1,0,1,3.0,6.2,1,0,0,8.4,1.2,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
4034,3.0,17.8,8,1,1,1.3,0.8,4.3,3.7,4.5,0,0,0,0,0,9.7,5.2,1,0,1,5.4,1.5,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
27769,6.2,15.9,5,0,1,4.4,3.8,4.5,8.5,4.0,1,1,1,0,1,7.4,6.5,1,0,0,9.1,2.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
27536,5.6,36.5,33,1,0,2.7,0.6,2.3,5.2,4.8,1,0,0,0,1,2.9,4.5,1,0,1,6.9,0.7,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
737,4.2,7.0,47,0,1,1.3,4.1,0.0,6.5,8.1,1,1,1,0,0,7.0,8.5,2,0,1,10.0,2.0,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
36618,4.8,17.3,147,0,1,3.3,3.9,5.8,5.0,8.5,1,1,0,0,0,3.9,5.4,1,0,0,10.0,0.4,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
30726,2.0,9.2,111,0,1,0.2,5.2,5.9,7.8,7.0,1,0,1,0,0,4.5,4.9,2,0,0,7.2,2.9,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
11065,3.9,45.8,37,0,1,3.7,3.2,2.4,6.2,4.3,1,0,0,0,1,8.8,2.5,1,0,0,4.4,3.7,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
24559,3.3,11.2,90,0,1,2.0,5.7,2.3,5.1,6.0,1,0,1,1,0,13.1,5.4,2,1,0,7.9,0.3,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
20464,0.8,12.6,19,0,1,2.3,4.3,7.9,3.7,0.5,0,0,0,1,0,3.4,3.3,1,1,0,6.2,0.4,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
32926,5.1,30.5,16,0,1,4.0,8.5,1.2,5.9,2.5,1,0,1,0,0,9.2,4.7,3,0,0,5.0,1.2,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
8367,3.5,40.3,53,0,0,0.1,3.9,2.0,7.4,4.7,1,1,0,1,1,5.4,0.2,2,1,1,6.8,7.2,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
3204,1.7,5.5,24,0,1,1.7,3.0,0.0,5.3,5.2,0,1,0,1,1,2.3,4.4,1,0,0,10.0,0.9,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
9160,1.4,17.8,38,0,1,3.4,7.7,1.5,5.4,8.6,1,0,0,0,1,10.5,7.5,1,0,0,8.7,2.1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
21474,2.4,6.9,71,0,1,2.6,3.1,0.0,4.1,4.1,0,1,0,0,0,10.0,5.5,1,0,1,6.0,1.4,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
23762,1.7,32.5,56,0,1,0.0,2.1,2.9,5.5,7.1,0,0,1,1,1,7.5,3.2,3,1,0,5.8,2.3,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
17818,1.5,18.9,5,0,1,4.5,6.0,3.2,10.0,3.2,1,0,1,1,0,7.7,7.4,2,1,0,6.0,2.6,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
11656,3.8,18.5,18,0,1,3.4,0.6,3.4,4.1,3.8,1,0,1,1,0,7.1,2.4,2,1,0,6.7,1.7,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False
5510,6.7,18.8,41,0,1,0.6,2.2,2.1,6.0,3.9,0,0,1,1,0,9.6,6.1,3,1,0,7.2,0.1,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
629,2.3,31.4,28,0,1,0.0,4.7,3.7,3.6,2.4,0,0,0,1,1,7.8,3.7,1,1,0,7.3,0.1,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
17805,2.9,21.0,10,0,1,0.0,3.5,1.5,5.7,7.8,1,0,1,1,0,6.0,6.0,1,0,0,6.9,0.3,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False
