,age_years,weight_kg,days_in_shelter,previously_returned,neutered,aggression_score,anxiety_separation,reactivity_to_dogs,energy_level,training_level,house_trained,first_time_owner,household_has_kids,household_has_pets,has_yard,hours_alone_per_day,adopter_activity_level,visits_before_adoption,met_resident_pets,adoption_counseling,expectation_score,energy_mismatch,size_home_mismatch,size_large,size_medium,size_small,size_xlarge,breed_group_herding,breed_group_hound,breed_group_mixed,breed_group_sporting,breed_group_terrier,breed_group_toy,breed_group_working,intake_type_born_in_care,intake_type_owner_surrender,intake_type_stray,intake_type_transfer,medical_needs_chronic,medical_needs_minor,medical_needs_none,home_type_apartment,home_type_house_owned,home_type_house_rented
18561,3.2,17.0,52,0,1,1.6,1.2,2.7,5.0,6.0,1,0,1,0,1,5.8,5.8,1,0,0,1.9,0.8,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
8332,1.3,19.4,8,0,1,2.0,2.6,2.3,9.3,0.0,0,0,0,1,1,6.3,6.7,4,1,1,8.1,2.6,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
5958,4.2,35.7,35,0,1,2.4,8.5,4.3,10.0,5.6,0,0,0,0,1,7.2,7.7,2,0,0,4.8,2.3,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
26424,7.5,11.2,54,0,1,2.1,2.7,0.0,5.9,8.0,0,0,0,1,0,6.8,5.8,1,1,1,8.3,0.1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False
2279,2.2,7.5,16,1,1,3.2,8.4,3.8,8.1,2.3,1,0,0,1,0,4.7,8.4,1,1,0,10.0,0.3,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
19103,1.6,33.2,36,1,1,4.9,3.0,6.2,4.7,4.5,0,1,0,1,1,0.5,5.5,1,0,0,7.5,0.8,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
16077,5.4,53.3,124,0,1,0.4,5.8,3.7,10.0,8.6,1,1,0,0,0,2.6,4.2,2,0,0,9.9,5.8,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
30630,5.8,18.9,19,0,1,3.6,2.4,6.9,9.0,1.6,0,0,1,0,0,5.9,5.2,3,0,0,6.4,3.8,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
26700,0.7,5.6,99,0,1,1.9,1.9,8.0,5.2,7.1,1,1,0,1,0,6.2,3.5,3,0,0,6.9,1.7,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
40882,1.2,10.3,95,0,1,0.9,0.0,1.1,7.2,7.1,1,1,0,0,0,8.4,3.3,1,0,0,8.4,3.9,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
13851,5.2,62.7,9,0,1,2.1,3.7,4.2,5.9,1.0,0,0,0,1,1,6.0,3.3,3,0,0,8.9,2.6,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
6898,1.5,5.7,69,0,1,0.0,4.0,0.4,3.9,6.8,1,0,0,0,1,9.8,3.0,1,0,0,6.0,0.9,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
33812,2.7,6.7,19,0,1,1.5,3.7,4.7,6.4,4.1,1,0,0,0,1,5.6,4.6,1,0,0,5.8,1.8,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
28573,2.4,42.3,35,0,1,0.0,5.5,3.1,5.7,6.8,1,0,0,1,1,5.4,6.7,2,1,1,8.9,1.0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
60,5.2,17.4,63,0,1,0.0,1.9,0.5,8.1,6.5,1,0,1,0,0,1.8,9.3,1,0,0,2.9,1.2,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
41955,12.0,7.5,54,0,1,0.0,1.6,3.1,4.7,2.3,1,1,0,0,0,5.5,8.4,1,0,1,8.9,3.7,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
4077,0.8,16.1,7,0,1,2.0,3.8,3.1,6.0,2.6,0,1,0,1,0,8.0,7.1,1,0,0,6.7,1.1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
34821,3.2,43.1,12,0,0,0.6,0.0,1.2,7.9,3.8,0,1,1,0,1,5.0,6.2,1,0,0,7.1,1.7,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
20614,2.5,15.2,28,1,1,5.0,2.3,6.9,6.2,7.2,0,1,1,1,1,6.9,8.8,2,0,1,4.7,2.6,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
6485,6.4,21.7,36,0,1,0.6,5.0,1.7,3.2,4.3,1,0,0,1,1,3.8,8.9,1,0,0,5.0,5.7,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
37457,6.6,15.3,38,0,1,5.3,10.0,1.4,8.2,4.7,1,0,0,0,0,5.3,3.9,1,0,1,6.0,4.3,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
15168,4.0,14.7,11,0,1,0.9,5.6,3.7,7.7,2.6,1,0,0,0,1,6.6,7.7,1,0,0,9.5,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
15902,3.6,19.6,11,0,1,0.8,3.0,2.7,5.4,4.1,1,0,1,0,0,4.5,6.0,1,0,1,6.8,0.6,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
5504,1.6,2.0,6,1,1,3.7,5.7,0.6,9.2,2.1,0,1,0,1,0,2.3,6.5,1,0,0,9.9,2.7,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
32872,3.8,8.2,81,0,1,1.7,5.7,2.1,8.7,2.8,0,1,0,1,1,8.9,4.5,2,0,0,7.6,4.2,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
12764,2.7,37.8,33,0,1,2.0,3.0,6.7,7.2,2.7,1,1,1,1,1,6.8,4.7,1,0,0,4.7,2.5,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
36871,2.1,17.1,1,0,1,0.0,2.7,0.0,8.5,9.2,0,1,0,0,1,13.8,7.3,4,0,0,6.6,1.2,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
22,1.7,33.6,39,0,1,1.8,0.0,2.4,8.4,6.1,1,1,0,0,1,7.9,3.2,1,0,0,7.0,5.2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
41070,3.6,27.3,52,0,1,3.2,7.3,4.4,7.5,8.1,0,0,0,0,0,8.3,7.0,1,0,0,7.1,0.5,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
14504,7.2,5.5,18,0,1,3.5,5.1,2.7,9.5,7.8,0,1,0,0,1,8.4,4.4,3,0,0,6.5,5.1,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
18255,2.2,7.3,34,0,1,0.0,5.5,1.7,10.0,4.3,0,1,1,1,0,5.3,7.6,1,1,1,8.3,2.4,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
15420,6.2,6.6,34,0,1,1.9,7.4,2.5,7.9,3.5,0,0,0,0,0,7.5,5.0,4,0,1,6.5,2.9,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
3701,7.8,16.2,21,0,1,1.2,4.5,3.1,4.3,3.2,1,0,0,1,0,9.4,5.2,3,0,0,8.8,0.9,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False
28058,1.2,8.0,37,0,1,4.5,5.1,1.3,4.1,1.8,1,0,0,1,1,5.2,2.1,1,1,0,1.6,2.0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
25744,2.2,8.8,52,0,1,4.5,5.1,0.9,4.2,9.1,0,1,1,1,1,2.8,6.2,2,0,1,6.3,2.0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
5012,4.2,8.4,66,0,1,4.7,5.9,5.6,6.2,4.8,0,1,0,1,0,7.6,7.9,1,1,1,6.4,1.7,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False
702,4.5,34.5,21,0,1,4.6,6.9,2.4,8.7,0.0,0,0,1,1,0,7.9,3.0,1,0,0,7.3,5.7,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
15746,2.9,24.5,59,0,1,0.0,4.3,0.4,6.9,8.6,0,1,1,1,0,7.9,6.8,1,0,0,5.7,0.1,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
9537,6.8,8.0,15,0,1,4.7,1.5,2.6,3.9,0.9,0,0,1,0,1,10.4,4.9,1,0,0,7.5,1.0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
19460,2.7,11.4,10,0,0,3.2,1.0,1.7,8.0,6.2,1,1,1,0,0,4.3,6.3,2,0,1,7.0,1.7,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
31508,6.6,5.2,79,0,1,0.0,3.0,2.4,6.8,3.0,0,0,0,1,1,0.0,5.8,2,1,0,5.7,1.0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
25524,3.3,13.7,4,0,1,4.4,1.0,3.5,6.3,0.0,1,1,0,0,1,4.9,6.3,3,0,1,7.6,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
38673,1.2,24.7,24,0,1,0.0,1.2,0.8,6.8,3.3,1,1,1,0,1,7.8,6.9,1,0,0,6.8,0.1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
26113,7.5,33.0,25,0,1,5.8,2.8,1.6,7.8,6.9,1,1,1,0,1,8.5,3.3,1,0,0,10.0,4.5,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
5768,2.3,18.5,14,1,1,3.2,3.3,0.0,5.9,5.8,0,1,1,1,1,6.3,4.9,1,0,1,7.9,1.0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
1671,10.1,29.1,10,0,1,0.0,5.7,5.1,6.0,6.8,0,0,0,1,0,3.4,5.6,1,0,0,9.0,0.4,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
14051,2.4,24.7,81,0,1,1.8,3.2,5.9,8.4,3.4,0,0,0,0,0,9.3,3.5,2,0,0,7.1,4.9,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
9117,9.6,18.4,5,0,0,0.9,4.2,1.6,3.5,2.2,0,0,0,0,1,6.1,6.4,1,0,0,8.5,2.9,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
14454,5.5,6.1,39,0,1,1.9,4.9,2.2,3.4,9.8,1,1,1,0,0,6.0,7.4,1,0,1,6.8,4.0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
19176,6.4,18.8,7,1,1,6.2,5.3,1.5,6.0,5.2,0,0,0,0,1,7.0,4.2,4,0,0,6.1,1.8,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
10795,7.6,9.4,39,0,1,4.2,6.1,5.0,9.0,3.2,0,1,0,1,0,4.8,10.0,2,0,1,5.4,1.0,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
12289,4.0,13.5,18,1,1,0.0,3.5,0.0,4.3,7.7,1,0,0,0,1,4.9,9.1,2,0,0,5.4,4.8,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
28069,1.5,17.7,8,0,1,3.9,4.4,6.7,7.3,5.6,0,0,0,1,1,4.6,6.3,2,1,1,6.5,1.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
35618,0.2,18.4,6,0,1,1.5,0.5,2.3,4.2,3.3,0,0,0,0,1,2.1,3.1,2,0,0,8.4,1.1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
23844,9.8,40.2,21,0,1,4.2,6.8,5.4,7.5,7.6,1,1,0,1,0,6.4,6.5,2,0,0,9.4,1.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
28059,5.5,13.5,120,0,0,2.7,5.0,7.9,10.0,6.3,0,0,0,0,0,2.8,5.2,1,0,0,9.5,4.8,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
34046,3.0,17.0,4,0,1,1.9,6.2,6.4,6.1,6.6,0,1,0,0,1,4.6,1.7,4,0,0,7.0,4.4,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
13831,4.0,4.2,5,0,1,6.6,0.8,8.3,6.5,5.6,1,0,0,0,1,5.9,4.8,1,0,0,7.5,1.7,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
16364,5.9,35.2,28,0,1,0.1,0.0,1.0,7.0,9.0,1,0,0,1,0,5.3,8.3,1,0,0,6.6,1.3,1,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
12859,5.2,6.3,41,0,1,3.5,5.3,1.4,3.2,6.4,0,0,0,1,1,8.7,3.8,3,0,0,9.3,0.6,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
5128,0.6,31.9,23,0,1,2.1,5.5,2.1,6.9,3.8,0,1,0,0,0,3.3,4.4,1,0,0,10.0,2.5,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
4251,3.3,16.8,23,0,0,6.3,5.8,2.0,5.9,0.8,0,0,1,1,1,6.5,6.3,2,0,0,6.4,0.4,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
12040,2.7,17.2,41,1,1,5.0,5.5,0.8,8.8,7.1,0,1,0,0,1,3.2,8.4,4,0,1,7.6,0.4,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
2669,2.3,15.1,17,0,1,0.0,4.4,2.2,6.8,4.2,1,0,1,1,0,4.5,2.1,1,1,1,4.2,4.7,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
5944,3.7,28.1,94,0,1,2.6,0.7,7.1,6.3,7.7,0,0,1,0,1,14.0,3.4,2,0,1,6.9,2.9,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
21956,5.1,15.4,25,0,1,4.8,7.6,2.8,7.7,3.7,1,0,0,1,1,3.4,5.7,2,1,0,5.2,2.0,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
25178,2.3,33.6,11,0,1,2.0,5.2,4.8,6.8,8.6,1,1,1,0,1,7.6,7.6,2,0,1,5.3,0.8,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
28503,3.7,22.4,176,0,1,2.1,2.5,4.8,9.0,10.0,1,0,0,1,0,5.4,7.6,1,0,0,4.7,1.4,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
32968,1.7,15.9,72,0,1,2.5,4.3,3.8,6.5,6.7,1,1,0,1,0,6.3,9.3,1,0,0,6.2,2.8,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
18150,2.1,21.1,74,0,1,0.0,4.8,1.8,5.5,7.1,1,1,1,1,0,7.0,5.6,3,0,1,5.2,0.1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
1207,2.6,17.6,18,1,1,0.9,0.4,5.7,6.0,6.6,0,1,0,0,1,7.2,7.3,3,0,0,7.3,1.3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
16999,4.4,31.1,16,0,1,2.0,4.2,5.9,2.2,3.3,0,1,1,0,0,8.8,4.1,1,0,0,5.8,1.9,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
34322,3.7,5.6,84,0,1,1.8,5.1,3.1,8.0,5.7,0,1,0,1,1,2.7,6.0,2,0,0,7.3,2.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
12734,6.5,8.1,26,0,1,2.5,3.9,1.6,7.9,8.5,0,0,0,1,0,13.7,3.0,1,0,0,8.1,4.9,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
2702,8.4,5.0,10,0,1,2.4,2.3,6.9,5.2,2.0,1,0,0,1,0,4.3,6.8,1,0,0,4.0,1.6,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
26282,4.8,31.3,20,0,1,4.4,3.4,2.7,9.7,2.0,0,0,0,0,1,6.2,2.3,1,0,0,5.6,7.4,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
27503,2.2,29.3,28,0,1,0.2,4.0,4.4,6.8,6.0,1,0,1,1,0,10.0,9.8,1,0,1,5.4,3.0,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False
26674,5.4,9.8,9,0,1,2.7,3.2,2.2,6.4,3.9,0,1,0,1,1,11.8,4.7,2,0,1,4.8,1.7,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
26470,2.8,32.0,24,0,0,6.8,5.5,7.2,7.9,2.8,0,0,1,0,1,8.9,3.7,1,0,1,4.7,4.2,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
23810,5.8,8.9,51,0,1,5.3,1.0,4.0,5.6,3.9,0,1,0,1,0,11.0,8.8,1,0,0,10.0,3.2,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
6889,4.6,17.8,12,0,1,1.6,5.8,1.7,7.1,4.9,1,1,0,1,0,2.1,4.0,1,0,0,4.9,3.1,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
20612,0.6,8.4,12,0,1,1.8,3.4,1.9,8.6,6.0,1,1,0,1,1,12.3,5.2,1,0,1,8.2,3.4,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
18502,1.7,10.8,114,1,1,1.4,3.1,1.6,5.0,6.9,1,1,0,1,1,4.4,3.5,2,1,1,7.5,1.5,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
5915,0.5,19.8,42,0,1,4.4,4.0,1.4,8.6,3.5,1,0,0,0,0,5.5,3.1,1,0,0,6.0,5.5,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
8011,3.9,31.9,17,0,1,4.6,0.0,6.8,3.5,0.3,0,0,0,1,0,6.4,8.5,3,0,0,6.1,5.0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
5221,3.7,19.6,88,1,1,4.2,3.0,3.7,9.6,5.7,0,0,1,1,0,2.4,4.8,1,1,0,6.5,4.8,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
33857,3.1,19.4,69,0,1,0.0,4.8,2.0,7.7,6.9,0,1,0,0,1,10.4,2.8,3,0,0,9.3,4.9,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
142,1.7,8.1,20,0,1,4.0,3.6,6.9,4.0,7.2,1,1,0,1,0,5.4,0.0,1,1,0,8.0,4.0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
11345,3.7,34.5,4,0,1,0.1,10.0,4.9,3.4,4.5,1,0,1,0,1,4.3,10.0,1,0,0,4.0,6.6,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
16320,9.1,17.0,124,0,1,4.3,2.1,3.5,5.3,5.7,0,0,1,1,1,4.4,5.6,2,0,0,10.0,0.3,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
36033,3.9,16.8,9,0,1,1.8,5.3,0.0,4.2,3.9,0,0,0,0,1,3.3,4.2,1,0,0,9.5,0.0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
29052,10.4,9.4,27,0,1,0.0,3.6,1.9,7.5,3.1,1,0,1,1,1,4.3,2.9,2,0,0,6.6,4.6,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
30161,6.8,19.3,30,0,1,0.0,1.6,0.1,5.0,4.7,0,0,1,1,1,3.2,6.1,3,1,1,6.2,1.1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
27872,0.4,16.7,30,0,1,2.4,3.3,6.9,9.1,4.2,0,1,0,1,0,7.3,6.9,2,0,0,6.6,2.2,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
5792,1.1,37.8,14,0,1,0.7,5.2,5.4,6.5,6.3,1,0,1,0,1,5.5,10.0,3,0,0,7.8,3.5,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
4518,7.1,23.2,105,0,1,1.2,6.6,4.4,4.6,3.4,1,0,0,1,1,4.8,7.0,1,0,1,7.8,2.4,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
4040,7.3,17.4,57,0,1,4.3,8.8,5.4,8.5,4.1,0,1,0,0,1,4.4,7.3,1,0,0,5.7,1.2,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
33181,4.7,15.3,39,0,1,1.3,1.5,5.7,5.8,4.4,0,1,0,0,1,5.4,4.8,4,0,1,6.1,1.0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
26038,1.4,26.2,48,0,1,3.4,3.2,2.1,6.5,5.4,0,0,1,0,0,8.2,7.6,1,0,0,5.4,1.1,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
6852,2.7,15.0,25,0,1,1.8,2.0,4.4,5.7,5.8,1,1,0,0,0,7.4,2.8,1,0,0,8.0,2.9,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
4820,4.6,26.5,26,0,1,1.3,4.5,1.6,3.6,7.8,1,1,1,1,0,6.4,5.2,4,0,1,10.0,1.6,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
38938,4.4,5.2,12,0,1,0.0,3.7,5.5,4.8,2.8,0,1,1,0,1,0.2,1.7,1,0,1,10.0,3.1,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
20357,1.2,7.1,11,0,1,1.3,2.7,5.8,5.3,5.6,0,0,0,1,0,7.5,0.5,2,1,0,6.1,4.8,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
12119,0.5,49.6,57,0,1,2.0,1.2,0.8,3.8,3.2,0,0,0,1,1,9.8,6.0,1,0,0,7.3,2.2,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
19245,1.8,30.7,39,0,1,4.0,3.7,1.5,6.1,4.5,0,0,1,0,0,4.4,6.9,1,0,0,4.2,0.8,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False
19595,3.5,29.7,46,0,1,0.0,5.6,1.6,8.4,4.6,0,1,0,0,1,2.8,8.5,1,0,0,9.0,0.1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
30368,3.8,12.8,45,0,1,0.9,5.1,2.2,10.0,7.2,0,1,0,1,0,5.2,4.5,1,0,0,8.6,5.5,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
17914,0.4,42.7,24,0,1,1.8,7.1,0.5,7.0,6.2,0,1,0,1,1,7.1,5.7,1,0,1,3.1,1.3,0,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
22725,0.7,29.4,29,0,1,0.0,5.1,0.0,2.4,8.3,0,0,0,0,0,5.3,5.5,1,0,0,5.6,3.1,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
18897,1.8,30.9,42,0,1,3.4,2.5,3.7,2.3,6.0,0,0,0,1,1,7.7,6.9,4,0,0,8.9,4.6,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
8760,10.2,17.3,4,0,1,2.4,5.6,2.9,6.9,3.5,0,1,0,1,0,8.8,4.7,1,0,0,7.0,2.2,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
22998,2.8,6.1,77,0,1,1.3,2.7,3.8,5.9,5.0,1,0,0,0,1,9.1,6.5,3,0,0,8.8,0.6,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
37514,2.5,34.1,47,1,1,2.0,5.9,6.4,5.6,5.5,1,1,0,0,0,11.2,5.9,2,0,0,5.2,0.3,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
25341,6.6,10.8,13,0,1,0.4,3.2,3.4,7.3,0.0,0,0,0,0,1,3.6,7.2,1,0,1,7.4,0.1,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
2817,1.5,2.9,3,1,1,4.8,4.4,2.8,6.7,4.9,1,0,1,1,1,7.8,8.2,1,0,1,10.0,1.5,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
41701,15.3,16.8,51,0,1,4.8,8.3,3.0,3.0,3.3,0,1,0,1,1,6.9,5.2,1,1,0,8.6,2.2,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
11129,2.3,17.4,13,0,1,0.0,3.8,6.7,7.5,4.1,1,0,0,0,0,6.9,8.2,1,0,1,7.8,0.7,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
4062,2.6,10.4,44,0,1,4.4,3.7,0.8,8.7,4.9,0,0,0,1,0,5.3,4.5,1,0,1,5.9,4.2,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
23567,3.5,18.9,54,0,1,3.8,2.4,2.4,6.9,4.8,1,1,0,1,0,7.3,1.9,2,1,0,7.5,5.0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False
16998,0.3,17.6,28,1,1,2.5,5.0,8.6,2.6,7.2,1,0,0,0,0,4.6,5.9,3,0,1,6.2,3.3,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
